Reference,Gene,Peptide,Protein,miR-17/20a_6mer,miR-17/20a_7mer-A1,miR-17/20a_7mer-m8,miR-17/20a_8mer,miR-18a_6mer,miR-18a_7mer-A1,miR-18a_7mer-m8,miR-18a_8mer,miR-19a/b_6mer,miR-19a/b_7mer-A1,miR-19a/b_7mer-m8,miR-19a/b_8mer,miR-92a_6mer,miR-92a_7mer-A1,miR-92a_7mer-m8,miR-92a_8mer
NM_003574,VAPA,15,-0.052848093,4,2,0,0,1,0,0,0,2,2,1,1,0,0,0,0
NM_012392,PEF1,7,-0.052804841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003234,TFRC,15,-0.05278507,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_007033,RER1,3,-0.05254503,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0
NM_016407,C20ORF43,2,-0.052306951,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002004,FDPS,5,-0.052242771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK125510.1,FDPS,5,-0.052242771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002578,PAK3,10,-0.051974287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138720,HIST1H2BD,7,-0.051965915,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_080593,HIST1H2BK,7,-0.051965915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001294,CLPTM1,7,-0.051888573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_130466,UBE3B,3,-0.051725594,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
BC051266.1,UBE3B,3,-0.051725594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003828,MTMR1,5,-0.051712325,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_004181,UCHL1,52,-0.05169675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000661,RPL9,8,-0.051661319,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001002000,GMPR2,10,-0.051511912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020232,PSMG2,3,-0.051505563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001083112,GPD2,13,-0.051490037,5,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0
NM_001961,EEF2,103,-0.05146834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000992,RPL29,2,-0.05083545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003795,SNX3,5,-0.050564519,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_022061,MRPL17,3,-0.050115054,2,0,1,0,0,0,0,0,1,1,1,1,2,0,1,0
NM_006372,SYNCRIP,4,-0.050078262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001356,DDX3X,31,-0.049864955,1,0,0,0,0,0,0,0,2,2,1,1,2,1,1,1
NM_020123,TM9SF3,3,-0.049194605,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
NM_001040452,RUFY1,4,-0.048978114,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_152726,EFHA1,3,-0.048674679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004637,RAB7A,12,-0.048486018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_019044,CCDC93,3,-0.048338772,3,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0
NM_015241,MICAL3,2,-0.048092392,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0
NM_005445,SMC3,19,-0.047648471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_030797,FAM49A,5,-0.047543735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001182,ALDH7A1,9,-0.047443808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002860,ALDH18A1,13,-0.04726506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_033489,CDC2L1,3,-0.047162876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198220,SNRPB2,3,-0.047025374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021640,C12ORF10,5,-0.046784924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015602,TOR1AIP1,3,-0.046594485,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001003800,BICD2,2,-0.046523835,1,0,1,0,1,0,0,0,1,0,1,0,3,0,1,0
NM_015057,MYCBP2,2,-0.046074941,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1
NM_020440,PTGFRN,9,-0.046072755,2,0,1,0,2,2,1,1,1,0,0,0,2,0,0,0
NM_017819,RG9MTD1,7,-0.045722873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AB032960.1,COG6,3,-0.045428018,3,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0
NM_020751,COG6,3,-0.045428018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018206,VPS35,8,-0.045021117,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0
NM_015629,PRPF31,11,-0.044980187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000989,RPL30,6,-0.044409417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002154,HSPA4,52,-0.044250565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_005888,SLC25A3,5,-0.043779267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007214,SEC63,10,-0.043728659,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0
NM_032383,HPS3,4,-0.043538564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001025300,RAB12,2,-0.043187747,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
AK093616.1,UBE2I,10,-0.043000816,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
BC004437.1,UBE2I,10,-0.043000816,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003345,UBE2I,10,-0.043000816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005053,RAD23A,7,-0.042675428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018444,PPM2C,5,-0.042647139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_006013,RPL10,14,-0.042353077,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_001527,HDAC2,11,-0.042308353,0,0,0,0,2,0,0,0,0,0,0,0,4,2,1,0
NM_000365,TPI1,58,-0.042077582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007065,CDC37,27,-0.042003463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005406,ROCK1,6,-0.041610482,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
NM_001077523,AP3D1,25,-0.041462744,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016376,ANKFY1,9,-0.041398101,3,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0
NM_020740,ANKFY1,9,-0.041398101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012286,MORF4L2,2,-0.041390198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021141,XRCC5,15,-0.04097253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024583,SCRN3,3,-0.040566821,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_007372,DDX42,7,-0.040472176,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
NM_017760,NCAPG2,2,-0.040392625,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BX537845.1,NCAPG2,2,-0.040392625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017775,TTC19,7,-0.039811082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_014236,GNPAT,2,-0.039672716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004397,DDX6,10,-0.03945305,1,0,0,0,1,1,0,0,3,0,2,0,1,0,0,0
NM_001662,ARF5,18,-0.039154137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_153265,EML3,4,-0.039080868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_053004,GNB1L,2,-0.038967416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BC033864.1,BCAT1,6,-0.038898742,3,0,2,0,1,0,0,0,1,1,1,1,6,1,1,1
NM_005504,BCAT1,6,-0.038898742,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_006265,RAD21,5,-0.038708812,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
NM_015352,POFUT1,16,-0.038406845,5,1,3,0,3,1,1,0,1,0,0,0,0,0,0,0
NM_172236,POFUT1,16,-0.038406845,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004034,ANXA7,20,-0.03833484,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0
NM_003473,STAM,8,-0.037906214,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NM_020410,ATP13A1,13,-0.037903622,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_173602,DIP2B,7,-0.037464059,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
NM_007126,VCP,44,-0.03745805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005006,NDUFS1,16,-0.037072505,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_001892,CSNK1A1,9,-0.036966889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NM_006401,ANP32B,9,-0.036903081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012423,RPL13A,8,-0.036849224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004477,FRG1,2,-0.036734826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004818,DDX23,16,-0.036605443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_033240,PML,4,-0.036598383,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NM_033246,PML,4,-0.036598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_033238,PML,4,-0.036598383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000999,RPL38,3,-0.036225259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005817,M6PRBP1,12,-0.03621577,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_033360,KRAS,2,-0.036190281,1,0,0,0,1,0,0,0,2,2,1,1,1,0,0,0
NM_032382,COG8,2,-0.03600701,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006430,CCT4,35,-0.0357791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_000269,NME1,19,-0.035719452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006738,AKAP13,5,-0.035077855,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
NM_170665,ATP2A2,37,-0.034804324,2,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
NM_172177,MRPL42,2,-0.034776468,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013374,PDCD6IP,11,-0.034620621,1,0,0,0,1,1,0,0,0,0,0,0,3,1,0,0
NM_002804,PSMC3,20,-0.034554248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007189,ABCF2,14,-0.034314611,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0
NM_005692,ABCF2,14,-0.034314611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_144972,LDHAL6A,17,-0.034157212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002301,LDHC,17,-0.034157212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000709,BCKDHA,14,-0.034105555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL833143.1,BCKDHA,14,-0.034105555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015577,RAI14,17,-0.034047792,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007174,CIT,3,-0.033646709,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
NM_022735,ACBD3,7,-0.033287114,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
NM_001154,ANXA5,9,-0.03313859,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_015533,DAK,4,-0.033041225,1,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0
NM_139235,NOL6,3,-0.032799491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022748,TNS3,7,-0.032500724,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_213619,ATP6V1H,4,-0.032295314,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_000984,RPL23A,15,-0.032000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005334,HCFC1,4,-0.031501931,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_001006623,WDR33,2,-0.031382864,3,0,2,0,1,1,0,0,1,0,1,0,2,0,1,0
NM_018383,WDR33,2,-0.031382864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006622,WDR33,2,-0.031382864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000991,RPL28,7,-0.031333518,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_014203,AP2A1,16,-0.031285108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK124343.1,AP2A1,16,-0.031285108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013438,UBQLN1,17,-0.030814082,1,0,0,0,1,0,0,0,2,0,1,0,1,1,0,0
NM_005762,TRIM28,26,-0.030670189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018227,UBA6,13,-0.030530776,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_003753,EIF3D,7,-0.030309926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004987,LIMS1,5,-0.030133286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_014078,MRPL13,3,-0.029592028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006351,TIMM44,8,-0.029367756,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004685,MTMR6,2,-0.029151342,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0
NM_018115,SDAD1,2,-0.02914564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003118,SPARC,3,-0.028595563,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0
NM_003113,SP100,7,-0.028555479,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_012425,RSU1,5,-0.028409638,2,0,0,0,2,1,1,0,2,0,0,0,1,0,0,0
NM_033296,MRFAP1,2,-0.028271852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022744,C16ORF58,3,-0.028246084,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_138355,SCRN2,6,-0.027888524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003299,HSP90B1,68,-0.027825023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005115,MVP,26,-0.027709117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001183,ATP6AP1,2,-0.027640366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000981,RPL19,4,-0.027352124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001325,CSTF2,6,-0.02719884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_014038,BZW2,2,-0.027142725,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015189,EXOC6B,2,-0.027091755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145686,MAP4K4,2,-0.026571901,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
NM_014364,GAPDHS,11,-0.026209224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138792,LEO1,2,-0.026122319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000017,ACADS,12,-0.026086972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006039,MRC2,6,-0.025898105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_144963,FAM91A1,5,-0.025776897,3,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0
NM_003760,EIF4G3,23,-0.025764656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015367,BCL2L13,6,-0.025610773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_016451,COPB1,27,-0.025574424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017667,CCDC132,5,-0.025539085,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024553,CCDC132,5,-0.025539085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000819,GART,16,-0.025323106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_175085,GART,16,-0.025323106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK001657.1,KIAA1033,7,-0.025255299,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_015275,KIAA1033,7,-0.025255299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_032989,BAD,4,-0.024795498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002973,ATXN2,5,-0.024728987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002808,PSMD2,11,-0.024629898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016097,IER3IP1,3,-0.024620265,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
NM_006348,COG5,3,-0.024576576,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NM_000986,RPL24,16,-0.024470312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002801,PSMB10,10,-0.024420152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002109,HARS,6,-0.024397621,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
NM_001113201,NACA,20,-0.023958928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004501,HNRNPU,30,-0.023589385,2,1,1,0,0,0,0,0,2,2,1,1,2,2,0,0
NM_001256,CDC27,2,-0.023399437,2,0,0,0,1,0,0,0,1,0,1,0,3,1,1,1
NM_003624,RANBP3,15,-0.023137385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_000178,GSS,15,-0.02308704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005782,SUMO1,5,-0.023042855,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
NM_003558,PIP5K1B,2,-0.022920873,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NM_003557,PIP5K1A,2,-0.022920873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003875,GMPS,9,-0.022908866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001568,EIF3E,21,-0.022473575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004699,FAM50A,8,-0.022326034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005013,NUCB2,8,-0.022264052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033853,RPL3,13,-0.022031573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004128,GTF2F2,2,-0.02167213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020120,UGCGL1,18,-0.020503546,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
NM_022350,ERAP2,18,-0.020264951,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BC017927.2,ERAP2,18,-0.020264951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004231,ATP6V1F,4,-0.020213642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012401,PLXNB2,7,-0.020032914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007217,PDCD10,6,-0.01938442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177,ARL1,9,-0.019367496,2,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0
NM_152705,POLR1D,6,-0.01936138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015972,POLR1D,6,-0.01936138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013323,SNX11,2,-0.018914049,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000990,RPL27A,9,-0.018762321,2,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0
NM_018312,SAPS3,3,-0.018507621,1,0,1,0,1,0,0,0,3,1,1,0,0,0,0,0
NM_013254,TBK1,7,-0.018436628,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
NM_175732,PTPMT1,3,-0.018160293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018085,IPO9,21,-0.018130094,7,2,4,1,0,0,0,0,4,0,2,0,1,0,0,0
NM_006035,CDC42BPB,11,-0.018086967,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_032333,C10ORF58,3,-0.017836889,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
AK027858.1,C10ORF58,3,-0.017836889,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014206,C11ORF10,4,-0.017824692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020441,CORO1B,10,-0.017753783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_004371,COPA,10,-0.017699785,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_003373,VCL,121,-0.01765448,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_002067,GNA11,2,-0.01755981,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
NM_003977,AIP,6,-0.017422996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_203504,G3BP2,4,-0.017323527,0,0,0,0,0,0,0,0,2,1,1,1,3,0,2,0
NM_006270,RRAS,3,-0.017304596,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_032478,MRPL38,6,-0.01726884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015475,FAM98A,3,-0.017193746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_025196,GRPEL1,8,-0.017031043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_012402,ARFIP2,4,-0.016773498,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_017755,NSUN2,9,-0.016730893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000671,ADH5,6,-0.016628707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016183,MRTO4,4,-0.016615432,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
NM_019852,METTL3,9,-0.016569118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024834,C10ORF119,3,-0.016485961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_021939,FKBP10,29,-0.016209742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001019,RPS15A,15,-0.016164948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009186,CCT6A,13,-0.016031147,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
NM_032986,SEC23B,15,-0.015993962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_004724,ZW10,7,-0.01557098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016027,LACTB2,3,-0.015541681,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NM_006407,ARL6IP5,3,-0.015294361,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_001469,XRCC6,19,-0.015205431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006429,CCT7,46,-0.014824065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181866,ACOT7,8,-0.014631133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004486,GOLGA2,14,-0.014610157,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
NM_007190,SEC23IP,6,-0.013907339,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
NM_003194,TBP,2,-0.013730835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001033521,CSTF1,2,-0.013716652,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_003913,PRPF4B,3,-0.013656563,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
NM_007158,CSDE1,9,-0.013578092,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_022372,GBL,2,-0.013537911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006037,HDAC4,2,-0.013302742,5,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0
NM_000755,CRAT,8,-0.013024179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198244,EIF4G1,17,-0.012681967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK128561.1,COPB2,18,-0.012660626,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
NM_004766,COPB2,18,-0.012660626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_177423,PPFIA1,8,-0.012656001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003626,PPFIA1,8,-0.012656001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005109,OXSR1,8,-0.012315787,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
NM_014248,RBX1,6,-0.012283004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014835,OSBPL2,3,-0.012106455,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0
NM_138930,DIABLO,4,-0.012069096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004236,COPS2,6,-0.0120168,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001013836,MAD1L1,7,-0.011866758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_032307,C9ORF64,8,-0.011751951,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_013233,STK39,2,-0.011667917,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0
NM_006565,CTCF,3,-0.011583044,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NM_033301,RPL8,17,-0.011263874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001076786,QSER1,3,-0.011006774,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0
AK025577.1,QSER1,3,-0.011006774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
